,code,score,abs_score,0,1,2,3,4,5
0,50,0.8116780468164794,0.49346099255291376,82.95,82.95,82.95,82.95,82.95,82.95
1,50,0.7399242259295848,0.49050562127842146,82.95,82.97251977741156,82.83738944735116,82.93012945116212,82.75392816494886,82.54313169164666
2,50,0.7057066577444054,0.49291596006998667,82.95,82.17345428466797,82.76993560791016,83.04847717285156,82.98135375976562,82.68058776855469
3,50,0.7490815424577925,0.4934613874190325,82.95,82.9857298593106,83.06553504321884,83.13258710768126,83.19445899974608,83.25383688376608
0,51,0.7927929186484612,0.49356811244691107,32.5,32.5,32.5,32.5,32.5,32.5
1,51,0.7671028709572506,0.49268426630608747,32.5,32.45688539931958,31.54265252831255,31.834825531104787,31.641042488239997,31.248815447534653
2,51,0.7326159832918967,0.4932748980205791,32.5,32.44292449951172,32.44853591918945,32.4593391418457,32.537391662597656,32.43608093261719
3,51,0.6636701331089326,0.49332129589963,32.5,32.34896803303816,32.24935889004916,32.17006506798444,32.08263282854627,32.00181624268822
0,52,0.7907360589282824,0.49228644652518183,56.9,56.9,56.9,56.9,56.9,56.9
1,52,0.7425012707086418,0.488431503266781,56.9,56.761206285437154,57.00918017395003,56.91918781611793,56.06475726032208,55.647814849425984
2,52,0.7118069330517443,0.49203949119127927,56.9,56.889625549316406,57.054439544677734,57.030059814453125,57.12468719482422,57.08967590332031
3,52,0.7107265295728329,0.49212187841004223,56.9,56.87344356462111,56.95777754659815,57.02152557027786,57.02845058480335,57.07313031662443
0,53,0.7890707356350121,0.4935280999760973,36.52,36.52,36.52,36.52,36.52,36.52
1,53,0.7492289715277671,0.48992664594637136,36.52,36.29268297963217,36.49166368530858,36.620682583531156,36.637009698043705,36.91036135263075
2,53,0.7187765842047235,0.49319518885588637,36.52,36.47489929199219,36.41371154785156,36.40353012084961,36.42024230957031,36.50156784057617
3,53,0.7010340667466212,0.49308833031251253,36.52,36.491291196233554,36.493901921744595,36.45780056428383,36.43771689438474,36.41584005251125
0,54,0.7983059520872234,0.49326719239730066,23.96,23.96,23.96,23.96,23.96,23.96
1,54,0.7706216945092944,0.4919395239666589,23.96,24.049360572262554,23.99231402931179,23.848253696833925,24.03696265520732,23.969039619184155
2,54,0.7260368130935947,0.49289727820987345,23.96,24.03531837463379,24.04447364807129,24.077856063842773,24.030710220336914,24.024215698242188
3,54,0.7360550123802787,0.492837958116713,23.96,23.902054965373022,23.874043094798846,23.811550168314408,23.752066304064908,23.695037011820176
0,55,0.8011467077884603,0.49416996360241405,16.7,16.7,16.7,16.7,16.7,16.7
